"","W1","W2","W3","W4","W5","Count"
"869","i","dont","know","how","i",11
"870","if","you","know","what","i",11
"871","have","a","great","weekend","everyone",11
"872","i","will","always","love","you",11
"873","i","hope","to","see","you",11
"874","i","look","forward","to","seeing",11
"875","to","all","the","moms","out",11
"876","i","cannot","wait","to","see",11
"877","to","everyone","that","came","out",11
"878","i","will","let","you","know",11
"879","thanks","for","following","me","i",11
"880","need","to","get","out","of",11
"881","to","get","out","of","this",11
"882","to","take","a","break","from",11
"883","still","trying","to","figure","out",11
"884","i","can","think","of","is",11
"885","back","into","the","swing","of",11
"886","it","was","so","great","to",11
"887","i","dont","know","what","it",11
"888","best","of","luck","to","you",11
"889","nice","to","meet","you","too",11
"890","there","is","such","a","thing",11
"891","if","youre","looking","for","a",11
"892","we","are","going","to","have",11
"893","you","guys","are","the","best",11
"894","i","would","be","able","to",11
"895","get","out","of","the","house",11
"896","you","are","going","to","be",11
"897","too","much","to","ask","for",11
"898","thats","what","im","talking","about",11
"899","i","get","a","follow","back",11
"900","trying","to","come","up","with",11
"901","a","big","fan","of","the",11
"902","was","a","lot","of","fun",11
"903","of","my","all","time","favorite",11
"904","help","us","spread","the","word",11
"905","cant","wait","for","the","next",11
"906","would","not","be","able","to",11
"907","the","past","couple","of","weeks",11
"908","know","how","to","do","it",11
"909","be","the","death","of","me",11
"910","i","know","i","need","to",11
"911","for","the","rest","of","our",11
"912","it","has","nothing","to","do",11
"913","to","be","able","to","go",11
"914","are","you","looking","forward","to",11
"915","is","not","going","to","be",11
"916","thanks","to","all","of","you",11
"917","president","of","the","united","states",11
"918","hope","everyone","has","a","great",11
"919","it","snow","let","it","snow",11
"920","am","going","to","have","to",11
"921","at","the","end","of","each",11
"922","it","just","me","or","does",11
"923","for","those","of","you","that",11
"924","all","i","have","to","do",11
"925","i","just","got","back","from",11
"926","the","wrong","side","of","the",11
"927","i","have","no","idea","why",11
"928","i","was","supposed","to","be",11
"929","just","wanted","to","let","you",11
"930","i","would","love","to","be",11
"931","i","am","a","fan","of",11
"932","in","the","second","half","of",11
"933","a","lot","of","the","time",11
"934","would","you","be","interested","in",11
"935","one","of","the","most","beautiful",11
"936","step","in","the","right","direction",11
"937","need","to","go","to","the",11
"938","that","i","am","going","to",11
"939","why","is","it","that","when",11
"940","when","are","you","going","to",11
"941","the","first","time","in","my",11
"942","you","need","to","know","about",11
"943","on","the","first","day","of",11
"944","the","other","day","i","was",11
"945","for","a","couple","of","years",11
"946","you","don","t","need","to",11
"947","i","am","so","happy","to",11
"948","a","breath","of","fresh","air",11
"949","the","other","end","of","the",11
"950","a","thing","of","the","past",11
"951","i","was","looking","forward","to",11
"952","this","was","going","to","be",11
"953","to","take","advantage","of","the",11
"954","there","is","no","way","to",11
"955","and","i","went","to","the",11
"956","and","this","is","what","i",11
"957","as","much","as","i","can",11
"958","be","a","good","idea","to",11
"959","much","in","the","way","of",11
"960","i","have","a","hard","time",11
"961","on","the","part","of","the",11
"962","do","not","want","to","be",11
"963","do","with","the","fact","that",11
"964","need","to","be","able","to",11
"965","or","at","the","very","least",11
"966","but","i","m","not","sure",11
"967","is","one","of","the","reasons",11
"968","i","d","love","to","hear",11
"969","a","man","and","a","woman",11
"970","the","fact","that","i","am",11
"971","this","was","the","first","time",11
"972","at","the","back","of","the",11
"973","couple","of","weeks","ago","i",11
"974","towards","the","end","of","the",11
"975","the","list","goes","on","and",11
"976","list","goes","on","and","on",11
"977","the","end","of","the","book",11
"978","it","s","one","of","the",11
"979","i","m","not","sure","i",11
"980","at","the","heart","of","the",11
"981","i","don","t","have","the",11
"982","don","t","know","about","you",11
"983","t","know","about","you","but",11
"984","day","in","and","day","out",11
"985","don","t","know","if","i",11
"986","smith","s","grand","national","record",11
"987","that","i","have","accepted","and",11
"988","i","have","accepted","and","allowed",11
"989","have","accepted","and","allowed","myself",11
"990","i","m","going","to","be",11
"991","the","bottom","of","this","post",11
"992","what","i","m","talking","about",11
"993","of","chicago","chicago","illinois","incorporated",11
"994","chicago","chicago","illinois","incorporated","in",11
"995","in","the","case","of","the",11
"996","visit","www","radiotagr","com","wfuv",10
"997","www","radiotagr","com","wfuv","to",10
"998","radiotagr","com","wfuv","to","tag",10
"999","com","wfuv","to","tag","this",10
"1000","wfuv","to","tag","this","song",10
"1001","thank","you","for","the","retweet",10
"1002","thanks","for","checking","us","out",10
"1003","and","cant","wait","to","see",10
"1004","you","for","all","you","do",10
"1005","i","think","it","might","be",10
"1006","everything","happens","for","a","reason",10
"1007","i","hope","you","feel","better",10
"1008","thanks","to","all","of","our",10
"1009","it","occurred","to","me","that",10
"1010","forward","to","working","with","you",10
"1011","but","on","the","other","hand",10
"1012","so","nice","to","meet","you",10
"1013","a","huge","thank","you","to",10
"1014","in","the","next","couple","of",10
"1015","cant","wait","for","the","new",10
"1016","is","the","place","to","be",10
"1017","i","havent","been","on","twitter",10
"1018","one","of","those","days","where",10
"1019","i","want","to","know","what",10
"1020","as","soon","as","i","can",10
"1021","to","make","it","to","the",10
"1022","is","one","of","my","favorites",10
"1023","i","dont","know","what","im",10
"1024","than","i","thought","it","would",10
"1025","and","i","thought","it","was",10
"1026","i","want","to","go","back",10
"1027","love","to","be","able","to",10
"1028","is","going","to","be","one",10
"1029","see","the","light","of","day",10
"1030","what","to","do","with","them",10
"1031","i","have","been","working","on",10
"1032","need","to","figure","out","how",10
"1033","this","is","a","great","way",10
"1034","what","you","have","to","do",10
"1035","is","going","to","be","so",10
"1036","i","want","to","make","a",10
"1037","i","hate","it","when","i",10
"1038","so","what","did","you","think",10
"1039","to","top","it","all","off",10
"1040","me","know","how","it","goes",10
"1041","i","cant","wait","to","be",10
"1042","in","one","way","or","another",10
"1043","i","was","just","about","to",10
"1044","i","wish","i","lived","in",10
"1045","hope","you","had","a","wonderful",10
"1046","cant","wait","to","see","your",10
"1047","follow","me","please","i","love",10
"1048","you","so","so","so","much",10
"1049","s","o","to","all","my",10
"1050","im","going","to","be","a",10
"1051","i","got","a","lot","of",10
"1052","has","been","a","long","time",10
"1053","the","best","part","of","the",10
"1054","looking","forward","to","your","tweets",10
"1055","all","of","a","sudden","i",10
"1056","hope","you","can","make","it",10
"1057","im","really","looking","forward","to",10
"1058","should","be","able","to","get",10
"1059","what","would","you","do","if",10
"1060","to","take","a","look","at",10
"1061","the","rt","have","a","great",10
"1062","woke","up","from","a","dream",10
"1063","as","much","as","i","did",10
"1064","know","if","i","can","help",10
"1065","why","do","i","feel","like",10
"1066","i","love","the","smell","of",10
"1067","all","the","way","back","to",10
"1068","if","you","are","reading","this",10
"1069","i","was","going","to","make",10
"1070","what","needs","to","be","done",10
"1071","i","want","to","talk","to",10
"1072","and","let","me","know","if",10
"1073","when","i","was","growing","up",10
"1074","to","have","a","lot","of",10
"1075","can","you","please","follow","me",10
"1076","i","just","want","you","to",10
"1077","just","want","you","to","know",10
"1078","make","sure","to","check","out",10
"1079","may","the","th","be","with",10
"1080","the","th","be","with","you",10
"1081","why","is","it","so","hard",10
"1082","just","to","name","a","few",10
"1083","dont","wanna","go","to","school",10
"1084","into","the","swing","of","things",10
"1085","what","it","would","be","like",10
"1086","it","would","be","like","to",10
"1087","and","i","would","like","to",10
"1088","and","over","and","over","again",10
"1089","want","to","learn","more","about",10
"1090","s","o","to","all","the",10
"1091","from","the","bottom","of","my",10
"1092","it","has","to","do","with",10
"1093","cant","wait","to","meet","you",10
"1094","be","one","of","the","most",10
"1095","it","was","supposed","to","be",10
"1096","have","to","check","it","out",10
"1097","gonna","be","a","good","day",10
"1098","the","end","of","the","semester",10
"1099","did","you","think","of","the",10
"1100","who","do","you","think","you",10
"1101","is","that","too","much","to",10
"1102","that","too","much","to","ask",10
"1103","was","thinking","the","same","thing",10
"1104","i","would","love","to","have",10
"1105","do","you","have","a","favorite",10
"1106","i","need","to","work","on",10
"1107","it","would","mean","so","much",10
"1108","it","was","a","lot","of",10
"1109","look","in","the","mirror","and",10
"1110","cant","wait","to","go","home",10
"1111","the","last","couple","of","days",10
"1112","with","a","little","bit","of",10
"1113","it","feels","good","to","be",10
"1114","the","only","way","to","get",10
"1115","if","you","really","want","to",10
